,home,date,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,completed_passings,total_passings,corners,percentage_possession,fouls,yellow_cards,red_cards,season,rank_h,rank_a
1036,Salernitana,2022-03-12,N,-0.8,Sassuolo,-4.200000000000001,-2.0,-0.6,-0.6,-69.19999999999999,-54.19999999999999,-1.1999999999999993,-1.7999999999999972,-0.1999999999999993,0.0,-0.2,21_22,0.0,10.0
1037,Spezia,2022-03-12,V,-0.3999999999999999,Cagliari,-4.0,-2.2,0.4,0.4,-13.800000000000011,-50.0,-0.6000000000000001,-6.399999999999999,0.40000000000000213,-0.6000000000000001,0.2,21_22,2.0,6.0
1038,Milan,2022-03-12,V,0.7999999999999999,Empoli,0.0,1.7999999999999998,0.0,0.0,63.200000000000045,39.0,0.20000000000000018,4.200000000000003,-2.1999999999999993,1.0,0.2,21_22,10.0,0.0
1039,Fiorentina,2022-03-13,V,0.4,Bologna,0.40000000000000036,0.3999999999999999,0.0,0.2,11.0,4.0,1.0,1.6000000000000014,-2.200000000000001,-0.6000000000000001,0.4,21_22,5.0,0.0
1040,Torino,2022-03-13,N,-0.7999999999999999,Inter,-7.200000000000001,-3.2,0.0,0.0,-130.0,-100.60000000000002,-1.7999999999999998,-0.4000000000000057,5.0,1.4,0.2,21_22,2.0,6.0
1041,Hellas Verona,2022-03-13,P,0.8,Napoli,-2.6000000000000014,-0.20000000000000018,0.0,0.0,-176.99999999999994,-156.59999999999997,-2.0,-7.199999999999996,0.5999999999999996,-0.20000000000000018,0.0,21_22,1.0,8.0
1042,Atalanta,2022-03-13,N,0.7999999999999999,Genoa,0.0,0.8000000000000003,0.0,0.0,247.59999999999997,217.8,0.39999999999999947,12.599999999999994,-1.8000000000000007,0.20000000000000018,0.2,21_22,6.0,1.0
1043,Udinese,2022-03-13,N,0.0,Roma,-2.1999999999999993,-0.5999999999999996,-0.2,-0.2,-119.40000000000003,-120.19999999999993,1.0,-10.600000000000001,1.5999999999999979,-0.19999999999999973,-0.4,21_22,2.0,8.0
1044,Lazio,2022-03-14,V,1.2000000000000002,Venezia,1.5999999999999996,2.0,0.4,0.2,241.0,210.59999999999997,0.40000000000000036,12.800000000000004,-1.1999999999999993,0.3999999999999999,-0.2,21_22,11.0,0.0
1045,Genoa,2022-03-18,V,-0.4,Torino,0.40000000000000036,0.19999999999999973,0.0,0.0,-73.0,-53.799999999999955,-2.2,-9.200000000000003,-0.8000000000000007,0.0,0.0,21_22,1.0,8.0
1046,Sassuolo,2022-03-18,V,1.5999999999999999,Spezia,5.4,1.9999999999999996,0.6,0.39999999999999997,127.80000000000001,111.19999999999999,2.0,10.0,-0.8000000000000007,0.3999999999999999,0.2,21_22,9.0,1.0
1047,Inter,2022-03-19,N,0.19999999999999996,Fiorentina,6.4,2.2,0.0,-0.2,110.0,110.40000000000003,1.0,3.6000000000000014,0.40000000000000036,0.8,-0.2,21_22,5.0,0.0
1048,Napoli,2022-03-19,V,0.19999999999999996,Udinese,-3.8000000000000007,-0.7999999999999998,0.2,0.2,160.0,158.19999999999993,-1.0,10.799999999999997,-4.600000000000001,-1.4000000000000001,0.0,21_22,9.0,0.0
1049,Cagliari,2022-03-19,P,-0.3999999999999999,Milan,0.7999999999999989,-1.8000000000000003,0.0,0.0,-108.19999999999999,-68.79999999999995,-0.7999999999999998,-3.5999999999999943,4.000000000000002,0.0,0.0,21_22,0.0,9.0
1050,Venezia,2022-03-20,P,0.19999999999999996,Sampdoria,2.0,0.6000000000000001,0.0,0.0,-148.2,-134.39999999999998,2.0000000000000004,-8.0,2.200000000000001,0.40000000000000013,0.2,21_22,0.0,9.0
1051,Roma,2022-03-20,V,-0.40000000000000013,Lazio,2.799999999999999,0.7999999999999998,0.0,0.0,-108.80000000000007,-92.79999999999995,-1.4000000000000004,-1.6000000000000014,3.799999999999999,1.2000000000000002,0.0,21_22,4.0,3.0
1052,Bologna,2022-03-20,P,-0.4,Atalanta,-3.5999999999999996,-1.0,0.0,0.0,-145.60000000000002,-160.8,-0.5999999999999996,-8.600000000000001,1.4000000000000021,0.0,0.0,21_22,2.0,7.0
1053,Empoli,2022-03-20,N,-1.6,Hellas Verona,1.6000000000000014,-1.2000000000000002,-0.2,-0.2,30.19999999999999,25.399999999999977,2.2,1.7999999999999972,1.0000000000000018,-1.4,-0.4,21_22,2.0,8.0
1054,Juventus,2022-03-20,V,0.6000000000000001,Salernitana,-1.799999999999999,-0.20000000000000018,0.2,0.2,104.60000000000002,104.19999999999993,0.0,2.8000000000000043,0.0,0.0,0.0,21_22,11.0,0.0
1055,Lazio,2022-04-02,V,-1.5999999999999999,Sassuolo,-4.199999999999999,-2.8000000000000003,-0.4,-0.4,120.59999999999997,130.0,0.7999999999999998,6.800000000000004,-2.5999999999999996,0.20000000000000018,0.0,21_22,6.0,3.0
1056,Spezia,2022-04-02,V,0.20000000000000007,Venezia,-3.0,0.8000000000000003,0.0,0.0,11.600000000000023,-1.0,-2.8000000000000003,-2.4000000000000057,-3.200000000000001,-0.3999999999999999,0.0,21_22,5.0,0.0
1057,Salernitana,2022-04-02,P,0.4,Torino,0.5999999999999996,0.6000000000000001,0.0,0.0,-35.80000000000001,-63.400000000000034,-0.6000000000000005,-10.0,-4.400000000000002,-0.40000000000000013,0.0,21_22,0.0,11.0
1058,Fiorentina,2022-04-03,V,0.4,Empoli,3.8000000000000007,1.7999999999999998,0.0,0.0,31.600000000000023,16.799999999999955,1.1999999999999993,3.200000000000003,-2.1999999999999993,-0.40000000000000013,0.2,21_22,8.0,3.0
1059,Sampdoria,2022-04-03,P,-0.40000000000000013,Roma,-5.0,-1.4000000000000004,-0.4,-0.2,-11.399999999999977,-10.799999999999955,-1.2000000000000002,-1.7999999999999972,-1.6000000000000014,-1.8,-0.2,21_22,2.0,5.0
1060,Atalanta,2022-04-03,P,-0.3999999999999999,Napoli,-0.8000000000000007,-1.4,0.0,0.0,-29.19999999999999,-13.800000000000068,-1.7999999999999998,-2.799999999999997,2.5999999999999996,0.6000000000000001,0.2,21_22,4.0,5.0
1061,Udinese,2022-04-03,V,0.6,Cagliari,0.0,1.2000000000000002,0.0,0.0,-6.600000000000023,-46.39999999999998,0.20000000000000018,-7.799999999999997,1.0,0.7999999999999998,0.2,21_22,7.0,3.0
1062,Juventus,2022-04-03,P,0.6000000000000001,Inter,-9.8,-2.8,0.2,0.2,-35.80000000000001,-53.39999999999998,-4.3999999999999995,-7.799999999999997,-0.40000000000000036,-0.19999999999999996,0.0,21_22,6.0,2.0
1063,Milan,2022-04-04,N,0.6,Bologna,4.199999999999999,2.2,0.0,0.0,63.60000000000002,46.19999999999999,1.0,3.0,-2.3999999999999986,-0.19999999999999973,-0.2,21_22,9.0,0.0
1064,Hellas Verona,2022-04-04,V,1.2000000000000002,Genoa,-2.0,1.2000000000000002,0.2,0.4,119.19999999999999,103.59999999999997,0.3999999999999999,12.0,-0.5999999999999996,1.0,0.2,21_22,3.0,5.0
1065,Inter,2022-04-09,V,0.20000000000000018,Hellas Verona,5.199999999999999,1.3999999999999995,0.0,-0.2,98.0,81.79999999999995,3.0,3.8000000000000043,0.1999999999999993,-0.7999999999999998,-0.4,21_22,10.0,0.0
1066,Empoli,2022-04-09,N,-0.20000000000000007,Spezia,-2.8000000000000007,-2.0,0.0,-0.2,10.400000000000034,11.399999999999977,-0.19999999999999973,1.6000000000000014,2.6000000000000014,-0.6000000000000001,0.0,21_22,2.0,2.0
1067,Cagliari,2022-04-09,P,-1.2000000000000002,Juventus,-0.7999999999999989,-1.8000000000000003,-0.2,-0.2,-173.2,-130.0,1.0,-5.399999999999999,4.800000000000001,0.8000000000000003,0.0,21_22,1.0,10.0
1068,Napoli,2022-04-10,P,0.8,Fiorentina,-3.1999999999999993,-0.39999999999999947,0.2,0.2,68.19999999999999,70.0,-1.2000000000000002,0.3999999999999986,-0.5999999999999996,1.0000000000000002,-0.2,21_22,6.0,3.0
1069,Torino,2022-04-10,N,-0.20000000000000007,Milan,-6.6,-1.8000000000000003,0.2,0.2,-42.80000000000001,-28.0,-2.4000000000000004,1.2000000000000028,6.799999999999999,1.2000000000000002,0.0,21_22,3.0,4.0
1070,Roma,2022-04-10,V,0.7999999999999999,Salernitana,0.40000000000000036,0.0,0.4,0.4,56.19999999999999,59.799999999999955,-0.1999999999999993,1.6000000000000014,1.4000000000000004,1.2000000000000002,0.0,21_22,11.0,0.0
1071,Sassuolo,2022-04-10,V,1.4000000000000001,Atalanta,2.200000000000001,2.2,0.8,0.8,-15.199999999999989,-56.200000000000045,-0.20000000000000018,-2.5999999999999943,-1.5999999999999996,0.20000000000000018,0.0,21_22,1.0,9.0
1072,Genoa,2022-04-10,P,-1.2,Lazio,-1.200000000000001,-0.7999999999999998,-0.4,-0.4,-315.6,-267.79999999999995,-1.0000000000000004,-16.800000000000004,2.1999999999999993,0.20000000000000018,0.0,21_22,2.0,8.0
1073,Venezia,2022-04-10,P,-1.6,Udinese,-3.3999999999999986,-3.4,0.0,0.2,8.599999999999966,19.0,-1.0,2.200000000000003,0.0,-0.8000000000000003,0.0,21_22,0.0,11.0
1074,Bologna,2022-04-11,V,-0.6000000000000001,Sampdoria,-1.5999999999999996,-0.7999999999999998,0.0,-0.2,-90.0,-85.19999999999999,-1.4000000000000004,-2.0,3.0,1.2000000000000002,0.2,21_22,9.0,2.0
1075,Spezia,2022-04-15,P,-1.2,Inter,-4.4,-1.7999999999999998,-0.2,0.0,-104.39999999999998,-96.80000000000001,-2.0,-7.0,0.20000000000000284,-0.7999999999999998,0.0,21_22,0.0,10.0
1076,Milan,2022-04-15,V,0.19999999999999996,Genoa,6.800000000000001,1.7999999999999998,0.0,0.0,99.0,65.19999999999999,2.2,8.399999999999999,-1.5999999999999996,-0.6000000000000001,-0.2,21_22,8.0,1.0
1077,Cagliari,2022-04-16,V,-2.2,Sassuolo,-6.199999999999999,-4.6000000000000005,-0.8,-0.8,-156.0,-113.19999999999999,-1.0,-5.600000000000001,1.4000000000000004,0.20000000000000018,0.0,21_22,1.0,2.0
1078,Lazio,2022-04-16,N,1.6,Torino,1.4000000000000004,1.5999999999999996,0.2,0.2,209.20000000000005,205.0,1.2000000000000002,8.199999999999996,-8.6,-1.0,0.2,21_22,5.0,2.0
1079,Fiorentina,2022-04-16,V,0.9999999999999999,Venezia,3.0,2.4000000000000004,0.0,-0.2,109.20000000000005,108.39999999999998,-0.39999999999999947,9.399999999999999,-4.799999999999999,-2.2,-0.2,21_22,9.0,2.0
1080,Juventus,2022-04-16,N,1.2000000000000002,Bologna,4.0,2.4,0.2,0.2,130.8,106.40000000000003,0.20000000000000018,5.0,-1.5999999999999996,0.19999999999999973,0.0,21_22,10.0,0.0
1081,Udinese,2022-04-16,V,2.0,Empoli,8.2,3.1999999999999997,0.2,0.2,-12.199999999999989,-24.600000000000023,4.0,-3.0,0.8000000000000007,0.7999999999999998,0.0,21_22,8.0,3.0
1082,Sampdoria,2022-04-16,P,0.20000000000000007,Salernitana,-1.799999999999999,-0.5999999999999996,0.0,0.2,93.80000000000001,107.39999999999998,-0.5999999999999996,7.399999999999999,-0.1999999999999993,-2.2,-0.2,21_22,10.0,1.0
1083,Napoli,2022-04-18,N,0.19999999999999996,Roma,1.1999999999999993,0.40000000000000036,0.0,0.0,59.60000000000002,64.60000000000002,-1.1999999999999993,4.0,-5.600000000000001,-2.2,-0.2,21_22,5.0,3.0
1084,Atalanta,2022-04-18,P,-0.20000000000000007,Hellas Verona,5.6,0.3999999999999999,-0.2,-0.4,86.80000000000001,93.19999999999999,2.2,1.6000000000000014,0.5999999999999996,-1.4,-0.2,21_22,8.0,2.0
1085,Udinese,2022-04-20,P,1.6,Salernitana,3.799999999999999,1.9999999999999996,0.2,0.2,-4.399999999999977,-10.600000000000023,0.8000000000000007,0.0,-1.3999999999999986,-2.8,0.0,21_22,9.0,1.0
1086,Inter,2022-04-23,V,0.0,Roma,4.199999999999999,0.5999999999999996,0.0,0.0,9.400000000000034,24.999999999999943,0.0,0.20000000000000284,0.1999999999999993,-0.8000000000000003,-0.2,21_22,4.0,0.0
1087,Hellas Verona,2022-04-23,N,0.19999999999999996,Sampdoria,2.4000000000000004,0.8000000000000003,0.0,0.0,-75.19999999999999,-66.60000000000002,-1.4000000000000004,-2.3999999999999986,-1.4000000000000004,2.0,0.4,21_22,2.0,7.0
1088,Venezia,2022-04-23,P,-0.6000000000000001,Atalanta,-6.199999999999999,-0.7999999999999998,0.0,0.0,-132.60000000000002,-163.80000000000007,-3.5999999999999996,-9.599999999999994,3.9999999999999982,1.8,0.2,21_22,0.0,11.0
1089,Torino,2022-04-23,V,-0.4,Spezia,0.40000000000000036,-0.6000000000000001,0.2,0.0,116.60000000000002,95.60000000000002,-0.20000000000000018,9.0,2.599999999999998,0.19999999999999973,0.0,21_22,7.0,2.0
1090,Empoli,2022-04-24,V,-1.6,Napoli,-3.1999999999999993,-1.8000000000000003,-0.2,-0.2,-83.80000000000001,-82.40000000000003,-0.40000000000000036,-3.1999999999999957,0.5999999999999996,0.40000000000000013,0.2,21_22,4.0,7.0
1091,Genoa,2022-04-24,V,-0.19999999999999996,Cagliari,0.0,0.19999999999999973,0.0,0.0,-10.799999999999955,-0.7999999999999545,-1.0,-4.0,-1.799999999999999,-0.7999999999999998,0.0,21_22,7.0,3.0
1092,Lazio,2022-04-24,P,0.8,Milan,-6.800000000000001,-0.6000000000000005,0.2,0.2,133.20000000000005,124.59999999999997,0.5999999999999996,2.6000000000000014,0.20000000000000107,0.5999999999999999,0.0,21_22,4.0,6.0
1093,Salernitana,2022-04-24,V,-0.5999999999999999,Fiorentina,-8.000000000000002,-2.8,0.0,0.0,-196.0,-187.60000000000002,-0.39999999999999947,-16.200000000000003,5.000000000000002,3.2,0.2,21_22,1.0,10.0
1094,Bologna,2022-04-24,N,-1.7999999999999998,Udinese,-4.200000000000001,-2.6,-0.2,-0.2,71.80000000000001,80.39999999999998,-2.0,4.0,-6.199999999999999,0.6000000000000001,0.39999999999999997,21_22,1.0,5.0
1095,Sassuolo,2022-04-25,P,0.19999999999999996,Juventus,-1.4000000000000021,0.40000000000000036,0.0,0.0,13.0,15.600000000000023,0.7999999999999998,0.0,1.799999999999999,0.6000000000000001,0.0,21_22,1.0,7.0
1096,Bologna,2022-04-27,V,-1.0,Inter,-2.1999999999999993,-2.2,-0.2,-0.2,-22.600000000000023,-19.200000000000045,-1.2000000000000002,1.7999999999999972,-4.0,0.19999999999999996,0.4,21_22,3.0,7.0
1097,Atalanta,2022-04-27,N,0.5999999999999999,Torino,5.800000000000001,-0.3999999999999999,-0.4,-0.4,22.19999999999999,40.799999999999955,2.8000000000000007,-2.0,-3.5999999999999996,-0.3999999999999999,0.0,21_22,4.0,3.0
1098,Fiorentina,2022-04-27,P,-1.2000000000000002,Udinese,0.1999999999999993,-0.1999999999999993,-0.2,-0.2,181.20000000000005,176.80000000000007,-2.4,13.0,-6.199999999999999,0.20000000000000018,0.0,21_22,7.0,2.0
1099,Napoli,2022-04-30,V,0.3999999999999999,Sassuolo,-2.799999999999999,-1.4000000000000004,0.2,0.2,-66.40000000000003,-55.39999999999998,-0.6000000000000005,-2.799999999999997,0.20000000000000107,-0.20000000000000018,-0.2,21_22,6.0,1.0
1100,Cagliari,2022-04-30,P,-0.4,Hellas Verona,-2.5999999999999996,-1.0,0.0,-0.2,-114.20000000000002,-97.19999999999999,-0.20000000000000018,-8.800000000000004,3.6000000000000014,-0.20000000000000018,0.2,21_22,3.0,4.0
1101,Spezia,2022-04-30,P,-0.8,Lazio,-2.4000000000000004,-2.4,0.2,0.2,-181.0,-163.19999999999993,-0.20000000000000018,-10.800000000000004,5.799999999999999,0.5999999999999999,0.0,21_22,0.0,11.0
1102,Sampdoria,2022-04-30,V,0.20000000000000007,Genoa,-3.200000000000001,-0.20000000000000018,0.0,0.2,128.8,107.80000000000001,1.0,8.0,1.0,-0.40000000000000013,-0.2,21_22,6.0,1.0
1103,Roma,2022-05-01,N,0.20000000000000018,Bologna,0.0,1.2000000000000002,0.0,0.0,29.600000000000023,29.80000000000001,2.2,2.3999999999999986,5.0,1.0,-0.2,21_22,6.0,3.0
1104,Milan,2022-05-01,V,-0.19999999999999996,Fiorentina,4.0,-0.20000000000000018,0.0,0.0,-104.80000000000001,-90.60000000000002,0.20000000000000018,-9.199999999999996,-1.4000000000000004,-1.0,0.0,21_22,5.0,4.0
1105,Juventus,2022-05-01,V,0.9999999999999999,Venezia,7.800000000000001,3.3999999999999995,0.0,0.0,127.80000000000001,114.59999999999997,2.6,8.399999999999999,-7.799999999999999,-1.4,0.0,21_22,9.0,0.0
1106,Empoli,2022-05-01,P,-0.6000000000000001,Torino,1.4000000000000004,-0.20000000000000018,-0.6000000000000001,-0.6000000000000001,-53.39999999999998,-46.0,1.0,-2.200000000000003,-2.4000000000000004,0.7999999999999998,0.2,21_22,1.0,8.0
1107,Udinese,2022-05-01,P,0.3999999999999999,Inter,-1.8000000000000007,-0.5999999999999996,0.0,0.0,-182.60000000000002,-187.60000000000002,0.20000000000000018,-10.0,7.6,0.19999999999999973,0.0,21_22,1.0,8.0
1108,Atalanta,2022-05-02,N,0.8,Salernitana,7.800000000000001,0.6000000000000001,0.4,0.4,222.2,229.19999999999993,4.0,15.200000000000003,-4.999999999999998,-3.0,-0.2,21_22,10.0,0.0
1109,Salernitana,2022-05-05,V,0.7999999999999999,Venezia,-0.40000000000000036,1.4,0.0,0.0,-74.80000000000001,-75.0,0.7999999999999998,-7.799999999999997,3.3999999999999986,1.5999999999999996,0.0,21_22,3.0,0.0
1110,Inter,2022-05-06,V,1.2000000000000002,Empoli,5.600000000000001,2.4000000000000004,-0.2,0.0,134.39999999999998,137.60000000000002,2.3999999999999995,6.399999999999999,-2.3999999999999986,-1.7999999999999998,-0.6,21_22,11.0,0.0
1111,Genoa,2022-05-06,V,-0.9999999999999999,Juventus,-7.800000000000001,-2.0,0.0,0.2,-108.60000000000002,-57.39999999999998,-2.9999999999999996,-1.3999999999999986,7.0,-0.19999999999999996,-0.2,21_22,2.0,8.0
1112,Lazio,2022-05-07,V,1.7999999999999998,Sampdoria,6.800000000000001,4.0,0.2,0.0,105.0,87.79999999999995,2.2,4.200000000000003,-5.399999999999999,-0.8000000000000003,0.0,21_22,9.0,1.0
1113,Sassuolo,2022-05-07,N,-1.2000000000000002,Udinese,2.0,-0.20000000000000018,0.0,0.0,207.8,200.00000000000006,-0.20000000000000018,11.0,-8.399999999999999,0.0,0.2,21_22,1.0,6.0
1114,Torino,2022-05-07,P,-0.7999999999999998,Napoli,-1.5999999999999996,-1.0,0.6,0.6,-36.60000000000002,-35.19999999999993,0.40000000000000036,1.3999999999999986,-0.7999999999999989,0.19999999999999996,0.0,21_22,0.0,6.0
1115,Venezia,2022-05-08,V,-0.5999999999999999,Bologna,-2.8000000000000007,-0.40000000000000036,0.0,0.0,-84.59999999999997,-78.59999999999997,-0.6000000000000001,-5.0,4.799999999999999,2.2,-0.2,21_22,3.0,8.0
1116,Salernitana,2022-05-08,N,0.8,Cagliari,1.0,0.7999999999999998,0.2,0.2,-38.80000000000001,-71.60000000000002,2.0,-9.199999999999996,-1.3999999999999986,1.1999999999999997,-0.2,21_22,0.0,8.0
1117,Hellas Verona,2022-05-08,P,0.19999999999999996,Milan,-6.6,-1.6,0.0,0.0,-60.400000000000034,-52.19999999999999,-3.2,-6.200000000000003,3.0,0.7999999999999998,0.0,21_22,1.0,8.0
1118,Spezia,2022-05-08,P,-0.8,Atalanta,-7.6,-1.0,-0.2,-0.2,-186.2,-182.60000000000002,-3.8000000000000007,-14.200000000000003,3.3999999999999986,0.0,0.0,21_22,0.0,9.0
1119,Fiorentina,2022-05-09,V,0.0,Roma,1.8000000000000007,0.0,0.0,0.0,57.19999999999999,60.200000000000045,-0.7999999999999998,9.599999999999994,0.5999999999999996,0.3999999999999999,-0.2,21_22,2.0,7.0
1120,Empoli,2022-05-14,N,0.0,Salernitana,0.1999999999999993,0.0,-0.2,-0.2,70.4,65.0,0.5999999999999996,6.399999999999999,-0.7999999999999989,-0.20000000000000018,0.2,21_22,4.0,0.0
1121,Hellas Verona,2022-05-14,P,-0.8,Torino,3.0,0.3999999999999999,-1.0,-1.0,-64.80000000000001,-52.60000000000002,-1.4000000000000004,-4.399999999999999,2.4000000000000004,0.19999999999999996,0.0,21_22,1.0,4.0
1122,Udinese,2022-05-14,P,0.40000000000000013,Spezia,5.0,3.0000000000000004,-0.2,-0.2,46.0,32.80000000000001,1.7999999999999998,6.0,5.200000000000001,0.3999999999999999,0.0,21_22,8.0,3.0
1123,Roma,2022-05-14,N,-0.5999999999999999,Venezia,2.4000000000000004,0.8000000000000003,-0.2,-0.4,110.60000000000002,103.60000000000002,3.6,8.600000000000001,-0.40000000000000036,-1.2000000000000002,0.0,21_22,8.0,2.0
1124,Bologna,2022-05-15,P,0.6000000000000001,Sassuolo,-2.8000000000000007,-0.5999999999999996,0.0,0.0,-100.0,-96.60000000000002,-1.2000000000000002,-4.199999999999996,-1.6000000000000014,0.3999999999999999,0.2,21_22,4.0,5.0
1125,Napoli,2022-05-15,V,1.5999999999999999,Genoa,0.40000000000000036,0.7999999999999998,0.0,0.0,140.59999999999997,103.39999999999998,1.1999999999999997,5.799999999999997,-4.199999999999999,0.0,0.0,21_22,7.0,1.0
1126,Cagliari,2022-05-15,P,-1.8,Inter,-11.000000000000002,-3.8,0.0,-0.2,-225.0,-186.20000000000005,-5.6,-9.800000000000004,6.800000000000001,0.40000000000000013,0.2,21_22,1.0,9.0
1127,Milan,2022-05-15,V,-0.7999999999999998,Atalanta,-1.6000000000000014,1.0,-0.4,-0.4,-94.0,-101.00000000000006,-2.5999999999999996,-4.600000000000001,-1.5999999999999996,-0.9999999999999998,0.0,21_22,4.0,4.0
1128,Juventus,2022-05-16,N,-0.7999999999999998,Lazio,2.8000000000000007,-2.2,-0.2,-0.2,-103.19999999999999,-114.20000000000005,-1.1999999999999993,-6.0,2.200000000000001,0.40000000000000013,0.0,21_22,6.0,3.0
1129,Sampdoria,2022-05-16,V,-0.20000000000000007,Fiorentina,-6.2,-2.8,-0.2,0.0,-102.39999999999998,-85.20000000000005,-3.8,-14.399999999999999,0.1999999999999993,-0.7999999999999998,0.0,21_22,5.0,4.0
1130,Torino,2022-05-20,P,1.4,Roma,-7.800000000000001,-2.5999999999999996,1.0,1.0,-57.60000000000002,-52.19999999999999,-4.6,0.0,1.8000000000000007,0.40000000000000013,-0.2,21_22,3.0,8.0
1131,Lazio,2022-05-21,N,0.8,Hellas Verona,1.200000000000001,2.4000000000000004,0.2,0.2,204.39999999999998,188.59999999999997,3.0,10.800000000000004,-5.800000000000001,-0.8,0.0,21_22,6.0,2.0
1132,Atalanta,2022-05-21,P,0.6000000000000001,Empoli,4.200000000000001,-0.40000000000000036,0.2,0.2,162.59999999999997,176.0,1.5999999999999996,13.799999999999997,0.0,0.0,-0.4,21_22,8.0,2.0
1133,Fiorentina,2022-05-21,V,-0.8,Juventus,-2.6000000000000014,-0.19999999999999973,0.4,0.4,92.0,110.79999999999995,2.4,16.400000000000006,-1.4000000000000004,0.20000000000000018,0.0,21_22,2.0,6.0
1134,Genoa,2022-05-21,P,-1.0,Bologna,1.0,-1.2000000000000002,0.0,0.2,-122.60000000000002,-95.59999999999997,-0.5999999999999996,-7.799999999999997,8.8,0.19999999999999996,0.0,21_22,4.0,3.0
1135,Sassuolo,2022-05-22,P,-0.8,Milan,-0.7999999999999989,-0.7999999999999998,0.0,0.0,96.60000000000002,82.79999999999995,0.40000000000000036,3.6000000000000014,-0.6000000000000014,0.0,0.2,21_22,2.0,6.0
1136,Salernitana,2022-05-22,P,-0.6000000000000001,Udinese,1.4000000000000004,-0.7999999999999998,0.4,0.6,-57.0,-46.0,2.0,-2.200000000000003,-7.600000000000001,-0.20000000000000018,0.2,21_22,2.0,9.0
1137,Venezia,2022-05-22,N,0.8,Cagliari,-2.200000000000001,0.20000000000000018,0.2,0.4,24.19999999999999,3.3999999999999773,-0.40000000000000036,-2.799999999999997,-2.6000000000000014,1.7999999999999998,0.2,21_22,0.0,8.0
1138,Spezia,2022-05-22,P,-0.8,Napoli,-5.4,-2.0,-0.2,-0.19999999999999996,-205.6,-186.0,-2.1999999999999997,-20.200000000000003,-0.40000000000000036,0.40000000000000013,0.0,21_22,3.0,8.0
1139,Inter,2022-05-22,V,1.2000000000000002,Sampdoria,12.399999999999999,4.6,0.0,0.0,149.8,124.80000000000001,5.199999999999999,9.399999999999999,-4.799999999999999,-0.40000000000000013,-0.2,21_22,9.0,1.0
1140,Sampdoria,2022-08-13,P,-0.40000000000000013,Atalanta,-12.200000000000001,-2.2,-0.4,-0.2,-139.8,-143.39999999999998,-6.199999999999999,-16.4,2.5999999999999996,-0.20000000000000018,0.2,22_23,4.0,5.0
1141,Monza,2022-08-13,P,-1.0,Torino,1.0,-2.0,0.0,0.0,70.0,68.0,-5.0,8.0,-10.0,-1.0,0.0,22_23,0.0,10.0
1142,Lecce,2022-08-13,P,-0.3999999999999999,Inter,-6.0,-1.0,0.2,0.2,-79.80000000000001,-73.20000000000005,-3.2,-7.200000000000003,-0.7999999999999989,0.3999999999999999,0.0,22_23,0.0,10.0
1143,Milan,2022-08-13,V,-0.19999999999999973,Udinese,2.5999999999999996,0.0,0.0,-0.2,2.6000000000000227,9.199999999999989,1.5999999999999996,4.399999999999999,-4.6,-0.3999999999999999,0.0,22_23,4.0,2.0
1144,Spezia,2022-08-14,V,0.0,Empoli,-1.8000000000000007,-1.2000000000000002,0.2,0.4,-32.80000000000001,-21.19999999999999,-1.2000000000000002,-4.200000000000003,0.20000000000000107,-0.3999999999999999,-0.4,22_23,2.0,2.0
